,Date,Notes,Commentaires
76,oct. 2022,"1,0","Déjà venu il y’a environ un mois un midi où nous avions passé une excellent moment, nous avions décidé d’aller dîner entre amis vendredi 28 Octobre dans ce restaurant pour leurs faire découvrir. 

Quelle déception !!!! Un serveur pas à la hauteur, une équipe de cuisine bruyante (musique à fond) et allonger sur le pass, un service à la limite de l’acceptable, 2 viandes immangeables (nerveuses). 
La cerise sur le gâteau : en plein pendant le dessert, un serveur nous jete la note sur la table en nous disant qu’il faut aller payer et partir… honteux !!! 

Très déçu de ce moment, aucune empathie malgré que nous avons fait part de nos remarques."
77,oct. 2022,"5,0","Repas à midi en semaine, plat du jour : boeuf mariné sauce maison avec écrasé de pomme de terre et fondant au chocolat maison excellent !!
Cadre très cosy et serveurs sympas.
Bonne découverte !!"
78,oct. 2022,"5,0","Que demander de plus ? D’abord la déco est superbe, à la fois colorée et élégante. On sent dès le début que l’endroit possède une âme unique. 
Ensuite le service assura à tous les niveaux: l’équipe est aussi sympa qu’elle est efficace. Nous avons eu nos plats très rapidement.
Et enfin la rapport qualité-prix est juste dingue. Mon gratin de ravioles aux cèpes n’avait rien à envier à des restaurants qui le facturent au double. Mon amie a pris une salade César copieuse sans être lourde. Délicieux.
Bref, c’est un sans faute. Nous sommes repartis avec le sourire et ça ca vaut de l’or."
79,sept. 2022,"5,0","Arriver dans ce câdre atypique et enchanteur, être reçues avec beaucoup d'attention (et particulièrement par le serveur qui s'est occupé de notre table 😉), avoir de belles assiettes avec des saveurs très appréciables... tous les ingrédients étaient réunis pour une superbe soirée entre amies !"
80,août 2022,"4,0","Très bon resto , bonne ambiance , serveurs sympathiques . le seul bémol : ils n’ont pas voulu ns donner la recette de leur rhum arrangé qui ns a été offert 😉🤣🤣. On reviendra avec plaisir"
81,août 2022,"5,0","A l'occasion d'un anniversaire de mariage, nous recherchions un restaurant avec un espace enfant. *notre choix s'est arrêté sur celui ci et, malgré un incident avec notre petite fille (entaille importante au pied), nous gardons une très bonne expérience de ce joli restaurant de quartier.
Le cadre est très joli ; la terrasse a beaucoup de charme.
Equipe très professionnelle, à l'écoute de ses clients
Les plats sont cuisinés avec des produits frais et donc gustatifs et savoureux.
Très bon rapport qualité/prix
Nous reviendrons sans hésiter lorsque l'occasion se présentera."
82,août 2022,"5,0",Très bon accueil en famille nous avons passé une bonne soirée dans un cadre agréable le mijoté de bœuf ainsi que l’écrasé de pommes de terre sont une tuerie !! Les desserts servis étaient de la même hauteur une adresse à retenir
83,août 2022,"4,0","Idéal en été. Très belle cour ombragée. Service rapide et efficace. Mieux vaut réserver. Et très bon dans l’assiette avec une pointe d’originalité. Manque peut-être un choix de salade. Et petit point négatif: il faut réserver le plat du jour sur Facebook!!! À midi pile, il n’y en avait plus!... Et personne ne me l’avait signalé par téléphone la veille quand j’ai réservé une table. 
J’y retournerai malgré tout avec plaisir."
84,juil. 2022,"5,0","Service rapide, repas excellents, serveurs au top ! La déco est superbe et originale.
On recommande le Confit de Boeuf 😋
On reviendra avec plaisir !"
85,juin 2022,"5,0","Nous y allons très régulièrement avec mes collègues le midi : un service extra,  des serveurs adorables et un rapport qualité/prix imbattable si vous prenez la formule du jour !
Notre petite cantine quand on souhaite passer un agréable moment!"
86,juil. 2022,"2,0","Nous avons très bien déjeuner, mais mon amie n'ayant pas manger ses frites, j'ai demandé un bag, car je n'aime pas gâcher et la serveuse pas très motivé et jugeant notre demande pour nous en donner un, mais au final nous l'avons eu.
Nous avons eus très chaud dans la court  car pas d'air et c'est en payant que nous avons eu la surprise de découvrir une salle climatisée quasiment vide, c'est a cause de la chaleur que nous avons écourté notre déjeuner, car dans la rue il y avait de l'air et c'était respirable!
Nous y retournerons en demandant l'accès à la salle climatisé si possible et en croisant les doigts pour avoir une serveuse plus sympathique, sinon nous ferons demi tour."
87,juin 2022,"4,0","Repas réservé, nous sommes arrivés avec du retard du à un déluge de pluie, bien accepté à l'accueil . menus tradition, des assiettes copieuses, des ingrédients bons. le service très pro, agréable, discret. sympa le verre au dessert"
88,juil. 2022,"5,0","Super restaurant au cadre très sympa, surtout en été quand on peut profiter de l'extérieur, nous avons du plaisir à y revenir.
Cuisine goûteuse, tout est bon ! 
Nous n'avons qu'une envie, y revenir au prochain changement de carte pour découvrir d'autres plats.
"
89,juil. 2022,"5,0","Je ne suis malheureusement pas payé par le restaurant pour dire cela mais je recommande grandement ce restaurant. Le service est fait par des personnes très agréables et la cuisine est succulente.
Je vous admettrai que je trouve le restaurant légèrement sous-noté par rapport à la prestation qui m’a été offerte."
90,juin 2022,"4,0","Restaurant très sympathique avec un personnel accueillant et attentionné. 

Les plats sont gourmands et savoureux. La carte est diversifiée permettant de répondre aux différentes envies. Un petit bémol sur la limitation de la gamme de plats pour les personnes allergiques au gluten.

Prix raisonnables."
91,juin 2022,"5,0","Découvert par hasard, ce restaurant nous a offert une belle surprise : accueil, ambiance, et surtout le contenu de l'assiette
Vaut vraiment le détour !"
92,mai 2022,"4,0","Découverte du resto en famille, tout le monde a apprécié ce moment.
Les serveurs sont très sympas, les plats ont fait plaisir à tout le monde.
Le cadre est complètement dépaysant, on n'imagine pas ça depuis la rue.
Bref, un excellent souvenir.
À refaire volontiers"
93,mai 2022,"5,0","Il faut oser franchir le porche et la surprise sera au rdv: le cadre, cette cour magnifique, la décoration, le sourire du personnel, le choix sur la carte, le goût des plats.
J’ai passé un excellent moment entre amies et j’y retournerais très vite en famille cette fois."
